0|0|0|0|0|0|"Moist"|"273272308"|"174322417"
0|0|0|183|183|183|"Wet"|"273272308"|"174322418"
0|0|0|0|0|0|"Moist"|"273272316"|"174322433"
0|0|0|183|183|183|"Wet"|"273272316"|"174322434"
0|0|0|0|0|0|"Moist"|"273272307"|"174322415"
0|0|0|183|183|183|"Wet"|"273272307"|"174322416"
0|0|0|0|0|0|"Moist"|"273272311"|"174322423"
0|0|0|183|183|183|"Wet"|"273272311"|"174322424"
0|0|0|0|0|0|"Moist"|"273272312"|"174322425"
0|0|0|183|183|183|"Wet"|"273272312"|"174322426"
0|0|0|0|0|0|"Moist"|"273272314"|"174322429"
0|0|0|183|183|183|"Wet"|"273272314"|"174322430"
0|0|0|0|0|0|"Moist"|"273272310"|"174322421"
0|0|0|183|183|183|"Wet"|"273272310"|"174322422"
0|0|0|0|0|0|"Moist"|"273272313"|"174322427"
0|0|0|183|183|183|"Wet"|"273272313"|"174322428"
0|0|0|0|0|0|"Moist"|"273272317"|"174322435"
0|0|0|183|183|183|"Wet"|"273272317"|"174322436"
0|0|0|0|0|0|"Moist"|"273272306"|"174322413"
0|0|0|183|183|183|"Wet"|"273272306"|"174322414"
0|0|0|0|0|0|"Moist"|"273272315"|"174322431"
0|0|0|183|183|183|"Wet"|"273272315"|"174322432"
0|0|0|0|0|0|"Moist"|"273272309"|"174322419"
0|0|0|183|183|183|"Wet"|"273272309"|"174322420"
|||||||"273273830"|"174322594"
0|0|0|91|91|152|"Wet"|"273273872"|"174322601"
0|0|0|91|91|152|"Wet"|"273273873"|"174322602"
0|0|0|91|91|152|"Wet"|"273273874"|"174322603"
0|0|0|91|91|152|"Wet"|"273273876"|"174322605"
0|0|0|91|91|152|"Wet"|"273273875"|"174322604"
0|0|0|91|91|152|"Wet"|"273273877"|"174322606"
0|0|0|91|91|152|"Wet"|"273273867"|"174322596"
0|0|0|91|91|152|"Wet"|"273273869"|"174322598"
0|0|0|91|91|152|"Wet"|"273273870"|"174322599"
0|0|0|91|91|152|"Wet"|"273273868"|"174322597"
0|0|0|91|91|152|"Wet"|"273273866"|"174322595"
0|0|0|91|91|152|"Wet"|"273273871"|"174322600"
0|0|0|61|107|152|"Moist"|"273273885"|"174322621"
61|107|152|183|183|183|"Wet"|"273273885"|"174322622"
