"A-7-6"|Yes|"78108927"|"127515197"
"A-7"|No |"78108927"|"127515198"
"A-7-6"|Yes|"78108930"|"127515201"
"A-7"|No |"78108930"|"127515202"
"A-2-4"|Yes|"78108928"|"127515199"
"A-2-4"|Yes|"78108929"|"127515200"
"A-2-4"|Yes|"78108932"|"127515205"
"A-2-4"|Yes|"78108934"|"127515208"
"A-7-6"|Yes|"78108931"|"127515203"
"A-7"|No |"78108931"|"127515204"
"A-7-6"|Yes|"78108933"|"127515206"
"A-7"|No |"78108933"|"127515207"
"A-7-6"|Yes|"78108935"|"127515209"
"A-7"|No |"78108935"|"127515210"
"A-7-6"|Yes|"78108938"|"127515213"
"A-7"|No |"78108938"|"127515214"
"A-2-4"|Yes|"78108937"|"127515212"
"A-2-4"|Yes|"78108936"|"127515211"
"A-7-6"|Yes|"78109148"|"127515477"
"A-7-5"|Yes|"78109146"|"127515473"
"A-7-6"|No |"78109146"|"127515474"
"A-7-6"|Yes|"78109147"|"127515475"
"A-7-5"|No |"78109147"|"127515476"
"A-7-5"|Yes|"78109143"|"127515468"
"A-7-5"|Yes|"78109144"|"127515469"
"A-7-6"|No |"78109144"|"127515470"
"A-7-5"|Yes|"78109145"|"127515471"
"A-7-6"|No |"78109145"|"127515472"
"A-7-5"|Yes|"78109150"|"127515479"
"A-7-5"|Yes|"78109149"|"127515478"
"A-7-5"|Yes|"78109151"|"127515480"
"A-7-5"|Yes|"78109152"|"127515481"
"A-7-5"|Yes|"78109153"|"127515482"
"A-4"|No |"78109153"|"127515483"
"A-6"|No |"78108963"|"127515239"
"A-7"|Yes|"78108963"|"127515240"
"A-6"|No |"78108964"|"127515241"
"A-7"|Yes|"78108964"|"127515242"
"A-7"|Yes|"78108966"|"127515243"
"A-7"|Yes|"78108967"|"127515244"
"A-4"|Yes|"78108810"|"127515080"
"A-1"|No |"78108811"|"127515081"
"A-2"|No |"78108811"|"127515082"
"A-3"|Yes|"78108811"|"127515083"
"A-7"|Yes|"78108990"|"127515270"
"A-7"|Yes|"78108991"|"127515271"
"A-7-6"|Yes|"78108993"|"127515273"
"A-7-6"|Yes|"78108994"|"127515274"
"A-7-6"|Yes|"78108995"|"127515275"
"A-7-6"|Yes|"78108996"|"127515276"
"A-7-6"|Yes|"78108992"|"127515272"
"A-7-6"|Yes|"78109000"|"127515280"
"A-7-5"|Yes|"78108997"|"127515277"
"A-7-6"|Yes|"78108998"|"127515278"
"A-7-6"|Yes|"78108999"|"127515279"
"A-7-6"|Yes|"78109001"|"127515281"
"A-7-6"|Yes|"78109002"|"127515282"
"A-7"|Yes|"78108846"|"127515122"
"A-7"|Yes|"78108847"|"127515123"
"A-7"|Yes|"78108876"|"127515152"
"A-7"|Yes|"78108877"|"127515153"
"A-7"|Yes|"78108887"|"127515163"
"A-7"|Yes|"78108888"|"127515164"
"A-7"|Yes|"78108893"|"127515166"
"A-7"|Yes|"78108892"|"127515165"
"A-7"|Yes|"78108897"|"127515170"
"A-7"|Yes|"78108898"|"127515171"
